Country,Happiness_Score,Economy_GDP_per_Capita,Family,Health_Life_Expectancy,Freedom,Generosity1,Trust_Government_Corruption,Year
Finland,7.808700085,1.285189509,0.954329729,0.961271405,0.66231674,0.159670442,0.477857262,2020
Denmark,7.645599842,1.326948524,0.955990791,0.979332566,0.665039897,0.24279339600000002,0.49526032799999997,2020
Switzerland,7.559899807000001,1.39077425,0.942846596,1.040533185,0.62895447,0.269055754,0.407945901,2020
Iceland,7.504499912000001,1.326501608,0.9746695759999999,1.000843406,0.661980748,0.362330228,0.14454077199999998,2020
Norway,7.487999916000001,1.42420733,0.952486575,1.0080718990000002,0.670200884,0.287985086,0.43410056799999996,2020
Netherlands,7.448900223,1.338946342,0.93913883,0.9756753440000001,0.61362648,0.336317569,0.368569762,2020
Sweden,7.353499889,1.322235227,0.926311195,0.9864704609999999,0.6502977010000001,0.272827893,0.442066371,2020
New Zealand,7.2996001239999995,1.242317915,0.9491189720000001,1.008138299,0.646789908,0.325726211,0.46126827600000003,2020
Austria,7.294199944,1.317285538,0.9280458690000001,1.000933528,0.6033688779999999,0.255509764,0.28125613899999996,2020
Luxembourg,7.2375001910000005,1.536676049,0.9069122079999999,0.986442685,0.610137045,0.19595392,0.367041469,2020
Canada,7.23210001,1.301647663,0.927176654,1.022501945,0.644028127,0.28152892,0.35170185600000003,2020
Australia,7.222799778,1.310396433,0.9448546170000001,1.022607684,0.621877193,0.324973613,0.335996419,2020
United Kingdom,7.164500237,1.273061037,0.93668282,0.97570008,0.525168657,0.37343344100000003,0.322601646,2020
Israel,7.128600121,1.216463685,0.913571239,1.008052945,0.42069947700000004,0.26686179600000004,0.09989845,2020
Costa Rica,7.121399879,0.981107712,0.901545942,0.9396353359999999,0.6450177429999999,0.131266311,0.096362092,2020
Ireland,7.093699932000001,1.446886778,0.9420815709999999,0.975670695,0.587779939,0.295426995,0.37343326200000004,2020
Germany,7.075799942000001,1.314184546,0.898874462,0.9721148009999999,0.564274132,0.252037704,0.309362292,2020
United States,6.939599991000001,1.37398684,0.914219022,0.831618011,0.534608245,0.298143059,0.152284741,2020
Czech Republic,6.9109001160000005,1.212322354,0.914430678,0.89456445,0.505744576,0.046325929,0.049803223,2020
Belgium,6.863500117999999,1.2958427670000001,0.911632538,0.964901149,0.499805421,0.146966159,0.208724052,2020
United Arab Emirates,6.790800095,1.4310864209999998,0.8491811159999999,0.787814438,0.652936101,0.28065598,0.220213518,2020
Malta,6.772799968999999,1.2525132890000001,0.93037951,0.9720420240000001,0.633239031,0.341180831,0.17886407699999998,2020
France,6.663799762999999,1.268129349,0.937103748,1.029714227,0.5140509010000001,0.112607703,0.227303237,2020
Mexico,6.465000152999999,1.024387479,0.8386654259999999,0.831601024,0.553892553,0.083094485,0.083133668,2020
Taiwan Province of China,6.45539999,1.3274705409999998,0.894309103,0.8784379959999999,0.44940438899999996,0.150598705,0.131516352,2020
Uruguay,6.440100192999999,1.071000457,0.92281127,0.856928885,0.59426707,0.132143691,0.19342507399999997,2020
Saudi Arabia,6.406499863,1.334328532,0.874067068,0.759818137,0.548477471,0.087440684,0.163322315,2020
Spain,6.4008998870000005,1.230535269,0.921125412,1.051343083,0.425983816,0.16530548,0.109579779,2020
Guatemala,6.398900032,0.7538157109999999,0.8166214820000001,0.705952585,0.613146722,0.170611665,0.09836030000000001,2020
Italy,6.38740015,1.236396074,0.8898785709999999,1.0225049259999999,0.321305573,0.17026621100000003,0.040145598,2020
Singapore,6.377099991000001,1.519580126,0.9102689620000001,1.137814283,0.635317206,0.21877090600000001,0.533162236,2020
Brazil,6.375599861,0.952679873,0.896723807,0.766119063,0.483292729,0.131674588,0.106518604,2020
Slovenia,6.363399982000001,1.208652496,0.939575672,0.932548046,0.646700144,0.145701498,0.076516323,2020
El Salvador,6.34829998,0.748940408,0.8060922620000001,0.752730012,0.5240439179999999,0.11893630000000001,0.11703035199999999,2020
Kosovo,6.325200081,0.8404813409999999,0.8207265140000001,0.672709167,0.557280421,0.325286865,0.008559024,2020
Panama,6.304800033999999,1.097667813,0.902094483,0.878546536,0.57984978,0.097207308,0.054230525999999994,2020
Slovakia,6.280600071,1.194837689,0.9224937559999999,0.853465259,0.423542529,0.11672977400000001,0.011291441000000001,2020
Uzbekistan,6.257599831,0.6966529490000001,0.926595807,0.716703713,0.6932703259999999,0.36331102299999996,0.280260265,2020
Chile,6.228499889,1.096992493,0.879713595,0.889260828,0.41748222700000004,0.155579001,0.06284935,2020
Bahrain,6.227300167,1.296692252,0.876342118,0.838836372,0.610399902,0.287453711,0.12669725699999998,2020
Lithuania,6.215499877999999,1.193559647,0.926107109,0.795421183,0.42046079,0.053691040999999995,0.081350274,2020
Trinidad and Tobago,6.1918997760000005,1.167641521,0.91529417,0.658828557,0.55293113,0.199358255,0.015078396,2020
Poland,6.1862998010000005,1.16922915,0.874257445,0.868038476,0.557903528,0.06337424400000001,0.160541251,2020
Colombia,6.163400172999999,0.93220371,0.884440243,0.8100201490000001,0.526890039,0.092374094,0.04584837,2020
Cyprus,6.15899992,1.21279943,0.8059962390000001,1.0261245970000001,0.45938587200000003,0.227932334,0.051207144,2020
Nicaragua,6.13710022,0.620033145,0.8574970359999999,0.803093255,0.560117304,0.212871477,0.174084574,2020
Romania,6.123700142000001,1.1204016209999998,0.8251615170000001,0.79229486,0.534852326,0.068181619,0.0008295689999999999,2020
Kuwait,6.102099895,1.424833655,0.8464752440000001,0.776468933,0.5702614189999999,0.132751092,0.112814933,2020
Mauritius,6.101299762999999,1.07366395,0.910357833,0.7633894090000001,0.590838134,0.18689455100000002,0.084088229,2020
Kazakhstan,6.0578999520000005,1.122594237,0.934744895,0.6987889409999999,0.497432142,0.15371379300000002,0.11046368599999999,2020
Estonia,6.0218000410000005,1.192441225,0.9347299929999999,0.842615008,0.576664805,0.12513674800000002,0.201766819,2020
Philippines,6.006000042,0.7751206759999999,0.8467300529999999,0.602189481,0.6219151620000001,0.12926021199999999,0.13038572699999998,2020
Hungary,6.000400066,1.1643071170000001,0.921934128,0.806793869,0.386401802,0.070491239,0.027548173,2020
Thailand,5.9987998010000005,1.007029295,0.8899732229999999,0.7938558459999999,0.609449804,0.376709014,0.031837862,2020
Argentina,5.974699974,1.028465629,0.900567949,0.849773705,0.520840347,0.070100471,0.06041505900000001,2020
Honduras,5.953199862999999,0.598763585,0.821870148,0.791989982,0.568148077,0.256528199,0.086807102,2020
Latvia,5.9499998089999995,1.14139545,0.9182885890000001,0.7779024240000001,0.329198807,0.075407945,0.090391524,2020
Ecuador,5.925199986,0.853383601,0.836418986,0.838837743,0.555234551,0.115006477,0.086753383,2020
Portugal,5.9109001160000005,1.168800831,0.8865907190000001,0.979315281,0.5898951889999999,0.053036947,0.027733466000000002,2020
Jamaica,5.889800072000001,0.779058397,0.9157018659999999,0.7884340879999999,0.553124607,0.116268493,0.030147785,2020
South Korea,5.872399807000001,1.245300651,0.7993871570000001,1.0225425959999999,0.25935635,0.17030386600000003,0.09459628199999999,2020
Japan,5.870800018,1.26672411,0.883545935,1.072881341,0.495465875,0.03571178,0.18143963800000001,2020
Peru,5.796800137000001,0.91854918,0.8310752509999999,0.824444175,0.513210058,0.091611817,0.02703266,2020
Serbia,5.77820015,0.9881818290000001,0.881475747,0.828403294,0.395428419,0.15028289,0.059447147,2020
Bolivia,5.747499942999999,0.7309763429999999,0.803108692,0.6624456639999999,0.5744645,0.13837507400000001,0.072942637,2020
Pakistan,5.69329977,0.616799474,0.689062297,0.46993324200000003,0.405421734,0.22870506300000001,0.122592121,2020
Paraguay,5.6921000479999995,0.897990823,0.8987278940000001,0.7358696459999999,0.586510062,0.20429924100000002,0.065077379,2020
Dominican Republic,5.6891999239999995,0.9831918479999999,0.882085383,0.7419016959999999,0.5628739,0.112196781,0.115945682,2020
Bosnia and Herzegovina,5.674099922000001,0.91839546,0.829204142,0.813928187,0.305365741,0.264005244,0.001172487,2020
Moldova,5.607500076,0.7079167959999999,0.843313575,0.713299453,0.38957148799999997,0.174049184,0.014378743999999999,2020
Tajikistan,5.555699825,0.474874616,0.835297108,0.680594802,0.521141171,0.182417125,0.221779913,2020
Montenegro,5.54610014,1.010150075,0.855314612,0.839028895,0.303223848,0.14901033,0.09843511099999999,2020
Russia,5.546000004,1.126999617,0.903150737,0.68044591,0.399499595,0.099041916,0.045699362,2020
Kyrgyzstan,5.541500092000001,0.513180971,0.8872284890000001,0.680645883,0.614617765,0.30137074,0.030466691,2020
Belarus,5.539899826,1.0188544990000001,0.90674746,0.75258857,0.29075586800000003,0.08993306,0.193607435,2020
North Cyprus,5.53550005,1.21279943,0.820356607,1.0261245970000001,0.477885723,0.19916005399999998,0.199802905,2020
Greece,5.514999866,1.128070116,0.8143803479999999,0.979431748,0.17351634800000001,0.0,0.048844352,2020
Hong Kong S.A.R. of China,5.510399818,1.3767460580000002,0.8459690809999999,1.136630654,0.459356517,0.288280904,0.332485437,2020
Croatia,5.504700184,1.109024286,0.874623716,0.900575578,0.38145688200000005,0.113998979,0.012325006000000001,2020
Libya,5.488800049,1.021913767,0.8259429340000001,0.615626633,0.45135405700000003,0.14275769900000002,0.17225807899999998,2020
Mongolia,5.4562001229999995,0.904872775,0.9371424909999999,0.6157881620000001,0.355703115,0.26388573600000004,0.046533125999999994,2020
Malaysia,5.384300232,1.168421626,0.816509426,0.7885118720000001,0.596941531,0.274886161,0.062163132999999995,2020
Vietnam,5.353499889,0.718092382,0.849987149,0.819133997,0.650835574,0.136488721,0.089848459,2020
Indonesia,5.285600185,0.891720712,0.808379889,0.610437036,0.568161428,0.542646527,0.038278612999999996,2020
Ivory Coast,5.233300208999999,0.537094414,0.658048689,0.154942513,0.39712253200000003,0.16991558699999998,0.09349579400000001,2020
Benin,5.21600008,0.366244704,0.46867114299999996,0.328062952,0.40583989,0.196670428,0.125931874,2020
Maldives,5.197599888,0.9378643040000001,0.91316092,0.9144395590000001,0.548203647,0.224198252,0.071906492,2020
Congo (Brazzaville),5.1943998339999995,0.633616745,0.6402280929999999,0.45810112399999997,0.386514395,0.11721601300000001,0.118670784,2020
Azerbaijan,5.164800167,0.990272701,0.819308281,0.731134057,0.467734724,0.040113214,0.24730718100000001,2020
Macedonia,5.1598000530000006,0.935371995,0.820392311,0.802994132,0.41022458700000003,0.18586354,0.024595059,2020
Ghana,5.1479997630000005,0.575862467,0.728601098,0.432162255,0.47729006399999996,0.261291206,0.056570380999999996,2020
Nepal,5.137199879,0.444050372,0.785512447,0.66887939,0.480608255,0.300971806,0.127502963,2020
Turkey,5.131800175,1.127169251,0.826313555,0.781335294,0.25440076,0.08588556900000001,0.120983243,2020
China,5.123899937,0.990533412,0.798760593,0.867248535,0.6016051170000001,0.079021044,0.117255554,2020
Turkmenistan,5.119100093999999,1.008963585,0.958966196,0.6124480370000001,0.515236676,0.323129326,0.03350389,2020
Bulgaria,5.101500034,1.046554685,0.937840343,0.7777768970000001,0.417820066,0.10383371300000001,0.0,2020
Morocco,5.094799995,0.75862211,0.5926284789999999,0.745096922,0.45005413899999996,0.040032551,0.07738560400000001,2020
Cameroon,5.084899902,0.503958046,0.700386405,0.270189553,0.43924248200000005,0.198020101,0.054393422000000004,2020
Venezuela,5.053199768,0.7702386379999999,0.890408158,0.76702553,0.271717221,0.08717915400000001,0.06362477700000001,2020
Algeria,5.005099773,0.9438560009999999,0.8033851390000001,0.745418549,0.083943799,0.118915014,0.12919065400000002,2020
Senegal,4.980800152,0.5040618179999999,0.723616004,0.518391907,0.352400899,0.164397135,0.081865937,2020
Guinea,4.949299812,0.390007734,0.637573481,0.333655238,0.37187805799999996,0.249490842,0.11220455900000001,2020
Niger,4.909599781,0.10833033199999999,0.617435038,0.29881635300000003,0.435311615,0.20817689600000003,0.137554765,2020
Laos,4.888599873,0.714693844,0.7375022170000001,0.48637828200000005,0.612027287,0.27266711,0.194273964,2020
Albania,4.882699966000001,0.906653047,0.671070457,0.8463296290000001,0.461945891,0.171027765,0.025361285,2020
Cambodia,4.8484001160000005,0.544634938,0.773080647,0.587904334,0.674940348,0.233342081,0.072837502,2020
Bangladesh,4.832799911,0.556156278,0.687292993,0.694940507,0.604130566,0.17674511699999998,0.176735908,2020
Gabon,4.829299927,0.9880443809999999,0.787886858,0.522574842,0.36945989700000004,0.052013602,0.05580453900000001,2020
South Africa,4.814099789,0.9021404390000001,0.8525322679999999,0.407034069,0.43478182,0.12640684800000002,0.05950214,2020
Iraq,4.7848000530000006,0.9820187090000001,0.7476949690000001,0.529350698,0.283588052,0.15300206800000002,0.073164992,2020
Lebanon,4.771500111,0.889232516,0.824338138,0.7886711359999999,0.18551667,0.158524141,0.021518147,2020
Burkina Faso,4.768700123,0.302467644,0.7129436140000001,0.312833875,0.322398156,0.18639060899999998,0.126408055,2020
Gambia,4.750599861,0.256990552,0.6931687,0.35324788100000004,0.403419524,0.425989687,0.158093795,2020
Mali,4.729300021999999,0.35246264899999996,0.7314689759999999,0.234981522,0.377534449,0.16966705,0.06214627599999999,2020
Nigeria,4.724100113,0.645901859,0.73721689,0.16783593600000002,0.435079455,0.221328124,0.047589935,2020
Armenia,4.676799774,0.8082624079999999,0.7574794290000001,0.77585727,0.37807580799999996,0.107225738,0.104618184,2020
Georgia,4.672599792,0.847198069,0.629033029,0.6946576240000001,0.485494107,0.047609735,0.174088076,2020
Iran,4.672399998,1.029322505,0.6946896909999999,0.749053836,0.301195472,0.27697894,0.142651513,2020
Jordan,4.6333999630000005,0.785179198,0.80216372,0.777624726,0.42485508299999997,0.091494769,0.151878625,2020
Mozambique,4.623600006,0.178741366,0.723874032,0.324223638,0.56077534,0.22042210399999998,0.163064316,2020
Kenya,4.583000183,0.47641339899999996,0.702652037,0.536312759,0.519180536,0.39390209299999995,0.067201078,2020
Namibia,4.571100235,0.84008199,0.846880972,0.40687117,0.44459897299999995,0.076454483,0.054320343,2020
Ukraine,4.56069994,0.780434608,0.878879368,0.6986743809999999,0.319423705,0.17855131600000002,0.00965116,2020
Liberia,4.557899952,0.174103007,0.70928055,0.392284274,0.405943096,0.22696787100000002,0.051139875999999994,2020
Palestinian Territories,4.552800179,0.587819219,0.825295925,0.613826573,0.29870075,0.091816261,0.07191365200000001,2020
Uganda,4.43200016,0.31233742800000003,0.7649946209999999,0.378311664,0.401682556,0.264807373,0.063818842,2020
Chad,4.422699928,0.30228748899999996,0.632388055,0.1087441,0.22860176899999998,0.210805088,0.085755408,2020
Tunisia,4.392199993,0.874742687,0.6887185570000001,0.781156719,0.23586055600000003,0.055881143,0.043899573,2020
Mauritania,4.374599934,0.539684892,0.7908192279999999,0.425184816,0.185714483,0.128899664,0.122257635,2020
Sri Lanka,4.327000141,0.897986948,0.825374067,0.792036712,0.528632462,0.25266614600000004,0.049444564,2020
Congo (Kinshasa),4.31099987,0.062487468,0.6721590159999999,0.277212054,0.36462298,0.254324883,0.081466645,2020
Swaziland,4.3081002239999995,0.827539742,0.7702901959999999,0.215585828,0.299935788,0.067264833,0.14676587300000002,2020
Myanmar,4.308000088,0.67809093,0.78440702,0.49544307600000004,0.5974788670000001,0.569813728,0.18753035399999998,2020
Comoros,4.288599968,0.41562077399999997,0.625662446,0.43738332399999996,0.18102823199999998,0.258538276,0.100048535,2020
Togo,4.187200069,0.268116266,0.551312625,0.34273117799999997,0.303539038,0.200774252,0.114826456,2020
Ethiopia,4.186200142,0.315125644,0.743307352,0.483846247,0.41256687,0.227698103,0.117437035,2020
Madagascar,4.165599823,0.244553208,0.668195903,0.500617027,0.192967549,0.191190064,0.076248638,2020
Egypt,4.151400089,0.8752289409999999,0.7354478240000001,0.596911311,0.37368473399999996,0.068801254,0.095461793,2020
Sierra Leone,3.926399946,0.24056038300000002,0.636142015,0.20395396600000001,0.38202768600000003,0.257647008,0.047940935999999996,2020
Burundi,3.775300026,0.0,0.490325719,0.295212835,0.275399059,0.18740178600000001,0.212186828,2020
Zambia,3.759399891,0.536833763,0.698824465,0.36359334,0.49131754,0.250620902,0.086705238,2020
Haiti,3.720799923,0.284734428,0.593247831,0.37436673,0.169297516,0.463909656,0.161935672,2020
Lesotho,3.6528000830000003,0.45493874,0.7804957029999999,0.100934811,0.40936753200000003,0.10262764199999999,0.050483823,2020
India,3.573299885,0.730576158,0.592200935,0.54057014,0.5811422470000001,0.237072483,0.105587982,2020
Malawi,3.538000107,0.176534727,0.544007301,0.446163297,0.487389833,0.21318505699999998,0.131633952,2020
Yemen,3.5274000169999997,0.392701775,0.817980587,0.41500017,0.243721485,0.09468901199999999,0.08735212699999999,2020
Botswana,3.4788999560000002,0.997548997,0.7791217570000001,0.494101733,0.50908941,0.033407487,0.101786368,2020
Tanzania,3.4762001039999997,0.457163125,0.6889331940000001,0.442677855,0.5093430879999999,0.27154091,0.20388086100000002,2020
Central African Republic,3.475899935,0.041072082,0.31945985600000004,0.0,0.292814463,0.253513217,0.028264717999999998,2020
Rwanda,3.312299967,0.343242675,0.54083544,0.572383285,0.604087889,0.235704988,0.485542476,2020
Zimbabwe,3.2992000580000003,0.425564021,0.7630927559999999,0.375037611,0.37740472,0.151349187,0.080928579,2020
South Sudan,2.8166000839999996,0.289082974,0.553707123,0.208809033,0.065609254,0.209934607,0.111156799,2020
Afghanistan,2.566900015,0.30070585,0.470366955,0.266051531,0.0,0.135234714,0.001225785,2020
